Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,7/20/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Reasons for the Emission of carbon Footprints,Solutions to take to combat the climate change
Turks and Caicos Islands,TCA,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,
Chad,TCD,CO2 emissions (kt),EN.ATM.CO2E.KT,55.005,51.338,84.341,91.675,99.009,106.343,84.341,117.344,124.678,161.348,124.678,150.347,121.011,161.348,150.347,183.35,183.35,198.018,194.351,201.685,209.019,209.019,205.352,205.352,216.353,179.683,187.017,198.018,66.006,102.676,390,400,410,410,430,440,450,470,470,490,290,340,400.000005960464,449.999988079071,449.999988079071,479.999989271164,509.999990463257,500,540.000021457672,790.000021457672,1240.00000953674,1100.00002384186,1860.00001430511,2190.00005722046,2259.99999046326,2390.00010490417,2210.00003814697,2150.00009536743,2190.00005722046,2250,0.82,,
East Asia & Pacific (IDA & IBRD countries),TEA,CO2 emissions (kt),EN.ATM.CO2E.KT,828649.510298786,606128.696018904,496309.270846128,494042.717024316,500163.879368336,543027.839114471,594700.768000768,512156.106299365,560095.675241996,675037.686395603,901269.030408229,1014388.36976223,1075354.35768315,1127085.96413241,1143856.74509743,1309547.51352063,1371951.1017342,1513048.63657958,1681581.59945891,1723415.03450547,1700211.72570038,1689484.73372079,1823984.71008027,1924033.62228375,2073412.0282026,2241944.99108193,2353410.35662985,2509422.99451146,2692460.31748627,2744393.62805823,2548812.62130157,2712741.08876561,2852685.39119128,3120965.30267313,3283801.31857721,3670925.62071214,3705336.89202124,3817461.03439774,3904974.26753516,3854112.38846569,4065580.20104985,4287208.38900454,4601490.08381553,5260640.16801305,6025979.82363217,6754599.8805929,7395030.23160808,8002750.16771071,8233180.11614494,8756939.79464285,9596599.92140345,10473499.8113792,10767210.1210859,11226820.3327823,11322329.9035523,11245359.5872615,11278720.1792281,11559209.7712178,12105559.6809741,12435639.7426929,,,
Europe & Central Asia (IDA & IBRD countries),TEC,CO2 emissions (kt),EN.ATM.CO2E.KT,2635925.75927266,2726307.83536182,2878623.0950173,3087259.39803771,3288869.43462021,3476587.76052635,3664477.9998181,3837644.68947083,3975641.22778245,4168905.14677297,4372533.77923818,4626732.67503982,4874138.2193131,5083500.99502756,5272555.80886703,5564470.28323552,5806568.69492705,6020201.57731648,6233729.0934373,6290405.05475963,6518955.58254603,6352914.98000672,6491133.34204171,6580445.11866559,6632728.97026509,7102307.61027774,7159959.59598291,7189079.50526898,7304433.38701709,7161612.18272206,4388662.17600095,4247249.79488871,3997662.00089619,3682041.02589553,3314501.06164045,3227772.40855058,3154306.48781125,2997317.40820574,2956948.21532607,2927938.49260162,2985406.99373082,2978224.68323585,3005260.99576971,3130155.12244311,3130365.45211154,3145922.11599842,3275143.55412558,3330288.16647069,3362102.5956071,3107305.96197249,3256471.53942021,3416545.92245324,3369575.47188144,3303131.63070783,3197750.93473589,3131166.87314645,3172708.02520411,3249700.02411448,3329677.09989432,3327833.87273571,,,
Togo,TGO,CO2 emissions (kt),EN.ATM.CO2E.KT,66.006,91.675,88.008,106.343,132.012,132.012,179.683,198.018,194.351,242.022,275.025,315.362,399.703,403.37,377.701,311.695,322.696,462.042,355.699,1382.459,718.732,627.057,733.4,546.383,608.722,550.05,707.731,766.403,792.072,836.076,980,930,750,630,910,980,1360,760,1200,1710,1270,1180,1340.0000333786,1830.00004291534,1779.99997138977,1750,1570.00005245209,1500,1570.00005245209,2819.9999332428,2630.00011444092,2519.99998092651,2240.00000953674,1750,1590.0000333786,1830.00004291534,2299.99995231628,2069.9999332428,2309.99994277954,2369.99988555908,2.84,,
Thailand,THA,CO2 emissions (kt),EN.ATM.CO2E.KT,3714.671,4147.377,5034.791,5570.173,7480.68,7451.344,9479.195,12167.106,17099.221,14561.657,15375.731,19248.083,21836.985,24455.223,24246.204,24407.552,28778.616,32159.59,35067.521,36736.006,40135.315,38048.792,37909.446,42452.859,45973.179,48672.091,49702.518,56944.843,67003.424,78891.838,89220,98070,107950,122720,137060,155780,174710,177940,156790,163790,164490,173160,184240.005493164,191929.992675781,210190.002441406,217770.004272461,219880.004882813,224589.996337891,227580.001831055,220259.994506836,234380.004882813,233600.006103516,250679.992675781,260700.012207031,256799.987792969,264000,261600.006103516,258820.007324219,257049.987792969,267089.996337891,255.46,,
Tajikistan,TJK,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11020,10170,7690,5170,3040,2510,2240,2510,2770,2540,2200,2150,2130.00011444092,2180.0000667572,2599.99990463257,2470.00002861023,2690.00005722046,3269.99998092651,3039.99996185303,2410.00008583069,2450.00004768372,2559.99994277954,3019.99998092651,3200.00004768372,4579.99992370605,4900.00009536743,6090.00015258789,7369.99988555908,8680.00030517578,9420.00007629395,0.95,,
Turkmenistan,TKM,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44650,37790,28100,26970,33550,33990,30610,30500,31840,37690,38510,39120,41409.9998474121,46349.9984741211,49369.9989318848,50590.0001525879,51919.9981689453,58479.9995422363,59279.9987792969,52389.9993896484,59180.0003051758,65449.9969482422,69010.0021362305,70220.0012207031,71400.0015258789,73400.0015258789,73339.9963378906,73120.002746582,73050.0030517578,72870.002746582,13.37,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,CO2 emissions (kt),EN.ATM.CO2E.KT,272601.113,280400.822,295981.905,297430.37,321493.224,332952.599,350821.89,376630.236,402717.274,435848.619,480670.36,502936.384,528114.006,576038.029,611178.89,618010.511,650683.481,676550.499,733675.025,786828.19,827968.263,823083.819,844455.095,812640.203,816695.905,841580.167,874033.117,918909.863,939771.426,996606.259,851080,885160,907190,934060,976410,999250,1066070,1132990,1180520,1172800,1212710,1218620,1224410.01010686,1245890.00876248,1302950.00317693,1346520.01732588,1388409.97523069,1433759.98944044,1478259.98717547,1442559.99279022,1539259.99595225,1603469.98357773,1675470.03507614,1718509.98081267,1730099.99074042,1717430.0159365,1676409.99563038,1655999.98836219,1614929.99254167,1597989.98375237,,,
Timor-Leste,TLS,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.000001788139,170.000001788139,200.000002980232,209.999993443489,200.000002980232,200.000002980232,209.999993443489,230.000004172325,239.999994635582,250,300.000011920929,460.00000834465,529.999971389771,519.999980926514,600.000023841858,610.000014305115,610.000014305115,620.000004768372,0.73,,
Middle East & North Africa (IDA & IBRD countries),TMN,CO2 emissions (kt),EN.ATM.CO2E.KT,80582.325,82001.454,83911.961,93097.796,104714.852,123702.578,148212.806,151252.749,184871.805,195524.44,208388.276,222623.57,233404.55,269183.469,278457.312,284790.221,338189.075,351470.949,374166.012,390260.475,363814.071,337455.675,360972.146,403248.989,435588.262,453156.859,463923.171,493420.519,530237.199,545898.956,532860,548800,589590,631000,684420,707530,726090,766320,747950,775190,812780,853580,872110.004812479,898139.993816614,954540.001302957,1027780.01564741,1078479.98589277,1120900.0069797,1164659.98908877,1207059.97917056,1231139.98365402,1238169.99289393,1297679.99076843,1325860.02403498,1358029.96864915,1348719.99546885,1366700.01783967,1425949.975878,1455579.98219132,1473190.00425935,,,
Tonga,TON,CO2 emissions (kt),EN.ATM.CO2E.KT,11.001,11.001,11.001,11.001,11.001,11.001,11.001,14.668,14.668,11.001,25.669,18.335,22.002,25.669,22.002,33.003,29.336,29.336,36.67,40.337,40.337,47.671,44.004,47.671,47.671,47.671,47.671,55.005,69.673,69.673,80,90,80,90,90,100,80,90,90,110,100,90,100.000001490116,119.999997317791,129.999995231628,129.999995231628,150.000005960464,129.999995231628,129.999995231628,140.000000596046,119.999997317791,109.999999403954,109.999999403954,119.999997317791,109.999999403954,119.999997317791,150.000005960464,180.000007152557,159.999996423721,159.999996423721,0.12,,
South Asia (IDA & IBRD),TSA,CO2 emissions (kt),EN.ATM.CO2E.KT,151649.509547476,162628.82549237,179024.45728583,194459.307256458,191987.677681689,209773.142722683,216370.266765723,219835.682119072,241537.616575278,244379.623875643,249322.883025181,257320.724,245637.662,254691.485,263356.606,285677.635,297283.69,314921.96,321225.533,338423.763,359501.679,387715.577,402746.61,435192.226,447627.023,492357.089,526174.163,562132.765,606881.166,660778.732,641530,686060,713310,745840,784830,846530,888700,939760,958190,1034270,1073460,1094910,1131280.01461923,1163500.02217293,1252600.04594922,1310609.96752978,1401559.95768309,1540229.98660803,1628650.0107646,1777050.00448227,1877359.97709632,1984009.98550654,2143949.94091988,2207450.04922152,2396860.1153493,2429980.027318,2491069.99820471,2642029.91068364,2768789.92629052,2784080.05428315,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,CO2 emissions (kt),EN.ATM.CO2E.KT,126346.100025262,132149.956651952,136784.517570261,143401.345600062,157405.736883927,174713.728237579,178268.580772068,185337.253964993,189410.600205982,205614.461076729,226723.496221194,260959.001532362,275137.379794266,292361.906268386,310313.756835717,301313.587415611,316945.460618954,319571.287088806,324942.295777142,366459.446964545,379275.270473656,404962.865499049,427334.608632823,434152.805773293,465849.216768761,477631.867078796,483689.171321752,476210.787696675,506944.892968815,482488.154101166,402373.223489904,410255.196720981,417794.327382333,419729.767476058,419499.119174733,444820.29138539,475587.462770781,492184.486448363,496215.908513854,484131.670730478,497660,542610,545870.005156845,577369.996853173,608589.993931353,613739.995598793,614320.005372167,628789.999425411,670649.989843368,648660.009011626,695129.995159805,693540.009878576,721379.995055497,758730.010524392,789379.994310439,772439.99748677,784540.016993881,792249.992802739,801760.004580021,823770.01617849,,,
Trinidad and Tobago,TTO,CO2 emissions (kt),EN.ATM.CO2E.KT,2581.568,4602.085,7238.658,1309.119,3795.345,5196.139,4055.702,4638.755,4041.034,3905.355,8998.818,8104.07,8243.416,9398.521,10051.247,9622.208,15925.781,16175.137,15328.06,16725.187,16937.873,17260.569,18426.675,16303.482,17535.594,20755.22,17385.247,17520.926,15867.109,16142.134,13150,13050,13150,10720,8790,8620,9190,9690,9920,9900,10200,11620,12680.0003051758,15449.9998092651,16100.0003814697,17590.0001525879,20059.9994659424,20500,20020.0004577637,19040.0009155273,21459.9990844727,22260.0002288818,21520.0004577637,22209.9990844727,22040.0009155273,21329.9999237061,18309.9994659424,18250,17780.0006866455,17190.0005340576,21.97,,
Tunisia,TUN,CO2 emissions (kt),EN.ATM.CO2E.KT,1727.157,1767.494,1796.83,1947.177,2757.584,2464.224,2885.929,3087.614,3597.327,3857.684,3744.007,4213.383,4737.764,4829.439,5397.824,5548.171,5848.865,6758.281,7491.681,8771.464,9493.863,9834.894,9526.866,11305.361,11547.383,11939.752,12064.43,11749.068,12464.133,13234.203,14540,15030,16110,16410,16420,16780,17320,17880,18660,19660,20700,21570,21709.9990844727,21500,22479.9995422363,22969.9993133545,23899.9996185303,24750,25250,25290.0009155273,27520.0004577637,26340.0001525879,27790.0009155273,27850.0003814697,29950.0007629395,30479.9995422363,29610.0006103516,29959.9990844727,29889.9993896484,29909.9998474121,28.59,,
Turkiye,TUR,CO2 emissions (kt),EN.ATM.CO2E.KT,16820.529,17363.245,21631.633,22669.394,26336.394,27388.823,31547.201,33523.714,36314.301,38807.861,42639.876,47733.339,53857.229,59486.074,61136.224,65697.972,73721.368,81572.415,77256.356,75576.87,75763.887,79874.594,86988.574,90541.897,95796.708,106717.034,116881.958,129907.142,126309.815,139316.664,139200,143800,149800,155580,153820,168150,185340,193430,193690,192650,216400,197770,208110.000610352,219160.003662109,224600.006103516,235000,261079.986572266,288970.001220703,287190.002441406,287829.986572266,297109.985351563,317720.001220703,328880.004882813,318170.013427734,340640.014648438,351589.996337891,374589.996337891,415899.993896484,411730.010986328,396839.996337891,,,
Tuvalu,TUV,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10,9.99999977648258,9.99999977648258,9.99999977648258,9.99999977648258,9.99999977648258,9.99999977648258,9.99999977648258,9.99999977648258,9.99999977648258,9.99999977648258,9.99999977648258,9.99999977648258,9.99999977648258,9.99999977648258,9.99999977648258,9.99999977648258,9.99999977648258,9.99999977648258,,,
Tanzania,TZA,CO2 emissions (kt),EN.ATM.CO2E.KT,828.742,704.064,766.403,803.073,1034.094,1162.439,1371.458,1760.16,1653.817,1796.83,1767.494,2464.224,2167.197,3186.623,2306.543,2284.541,2790.587,2013.183,2203.867,2071.855,1884.838,2123.193,2167.197,2218.535,2368.882,2357.881,2299.209,2390.884,2288.208,2207.534,1890,1870,1860,1920,1910,2730,3070,2890,2690,2520,2950,3130,3569.9999332428,3759.99999046326,5079.99992370605,5659.99984741211,6050.00019073486,5909.99984741211,6079.99992370605,5929.99982833862,6909.99984741211,8189.9995803833,9869.99988555908,10810.0004196167,10710.000038147,11689.9995803833,11199.9998092651,11829.9999237061,12000,12449.9998092651,11.47,,
Uganda,UGA,CO2 emissions (kt),EN.ATM.CO2E.KT,421.705,407.037,429.039,432.706,491.378,627.057,733.4,810.407,982.756,1177.107,1444.798,1441.131,1382.459,1180.774,1195.442,1133.103,990.09,806.74,700.397,674.728,627.057,528.048,546.383,616.056,583.053,619.723,704.064,770.07,865.412,803.073,790,810,820,810,730,950,1050,1110,1260,1290,1300,1300,1490.00000953674,1570.00005245209,1629.99999523163,2019.99998092651,2400.00009536743,2869.99988555908,2970.00002861023,3359.99989509583,3329.99992370605,3740.00000953674,3779.99997138977,3690.00005722046,4110.0001335144,4719.99979019165,4949.99980926514,5170.00007629395,5860.0001335144,5860.0001335144,5.35,,
Ukraine,UKR,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688620,651930,574640,499310,415670,399250,346110,328240,309290,305730,297380,300550,303940.002441406,330230.010986328,307140.014648438,295410.003662109,303989.990234375,312140.014648438,301200.012207031,251619.995117188,268920.013427734,283339.996337891,277109.985351563,270269.989013672,237729.995727539,191070.007324219,201660.003662109,174940.002441406,185619.995117188,174729.995727539,189.3,,
Upper middle income,UMC,CO2 emissions (kt),EN.ATM.CO2E.KT,2924452.73988829,2745886.27042933,2740296.82846563,2882742.54181429,3054869.00205422,3257761.69501604,3479861.0066676,3536391.32658591,3710356.63222549,3996775.02966216,4396946.67170053,4748640.03050451,5000359.11954129,5246625.28529213,5424915.31440608,5821524.45911329,6106231.99487073,6397715.6777171,6774474.31621818,6930929.1935351,7080956.24931578,7020384.05582208,7304014.21254446,7464968.96996646,7685617.00640619,8221718.38407381,8417768.96607775,8637817.55854309,8983664.32939162,9039307.31128507,6394510.08723789,6476987.81173463,6502838.29966784,6579896.2452693,6529307.89905268,6840600.79159148,6878504.53764938,6918589.07458629,7024977.65714784,6918368.99477281,7252670.2314481,7479632.54091273,7809102.08179803,8556613.27022724,9398508.24064939,10185333.6582683,10937246.6388156,11614652.3210394,11955965.9392877,12234316.7117469,13251515.6113782,14227329.4162082,14590321.4387596,15080679.5339209,15081629.3063322,14889729.5243453,14891120.545619,15201352.6666322,15662209.6966048,15918662.6965286,,,
Uruguay,URY,CO2 emissions (kt),EN.ATM.CO2E.KT,4319.726,4121.708,4011.698,4319.726,4558.081,5522.502,5405.158,4884.444,4884.444,5595.842,5742.522,5808.528,6076.219,5775.525,5683.85,5969.876,5896.536,5650.847,5742.522,6277.904,5837.864,5375.822,4873.443,3817.347,3450.647,3296.633,3179.289,3560.657,4807.437,4880.777,3850,4370,4770,4490,4270,4690,5450,5560,5780,6780,5460,4950,4530.00020980835,4489.99977111816,5460.00003814697,5420.00007629395,6329.99992370605,5849.99990463257,7750,7670.00007629395,6280.00020980835,7610.0001335144,8520.00045776367,7360.0001335144,6500,6639.9998664856,6519.99998092651,6099.99990463257,6539.99996185303,6489.99977111816,5.88,,
United States,USA,CO2 emissions (kt),EN.ATM.CO2E.KT,2890696.1,2880505.507,2987207.873,3119230.874,3255995.306,3390922.571,3561878.111,3695708.943,3831354.94,4024748.853,4328904.501,4356770.034,4564952.958,4770194.948,4598487.673,4406329.539,4613100.668,4742292.745,4890861.25,4901796.244,4723209.677,4535800.308,4306748.487,4341878.347,4475192.132,4492555.377,4495463.308,4688373.177,4892526.068,4955081.421,4844520,4807500,4879630,4995210,5066810,5117040,5273490,5543350,5590540,5609020,5775810,5748260,5593029.78515625,5658990.234375,5738290.0390625,5753490.234375,5653080.078125,5736319.82421875,5558379.8828125,5156430.17578125,5392109.86328125,5173600.09765625,4956060.05859375,5092100.09765625,5107209.9609375,4990709.9609375,4894500,4819370.1171875,4975310.05859375,4817720.21484375,4535.3,,
Uzbekistan,UZB,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117770,118580,113080,114590,108880,98150,99600,100730,116260,116490,123810,125700,129889.999389648,121910.003662109,124839.996337891,119190.002441406,127360.000610352,122580.001831055,128880.004882813,116529.998779297,126239.99786377,128630.004882813,113139.999389648,111860.000610352,104870.002746582,99169.9981689453,105230.003356934,109529.998779297,112470.001220703,116709.999084473,90.37,,
St. Vincent and the Grenadines,VCT,CO2 emissions (kt),EN.ATM.CO2E.KT,11.001,11.001,11.001,14.668,18.335,14.668,18.335,18.335,22.002,29.336,29.336,29.336,36.67,40.337,33.003,33.003,33.003,33.003,36.67,29.336,36.67,36.67,40.337,47.671,66.006,66.006,66.006,77.007,66.006,77.007,80,90,120,130,140,150,150,160,190,190,160,200,230.000004172325,230.000004172325,250,250,250,270.000010728836,250,889.999985694885,250,270.000010728836,360.000014305115,230.000004172325,270.000010728836,250,259.999990463257,230.000004172325,250,259.999990463257,0.12,,
"Venezuela, RB",VEN,CO2 emissions (kt),EN.ATM.CO2E.KT,57069.521,51928.387,54106.585,56204.109,56603.812,60787.859,57029.184,65815.316,65635.633,68998.272,74561.111,62562.687,62577.355,66501.045,75133.163,63816.801,57344.546,63732.46,68690.244,76570.627,90802.254,91968.36,93405.824,93101.463,93218.807,101278.873,109529.623,110981.755,116097.22,108854.895,101630,100990,103110,107390,106530,114040,121840,127590,129300,125460,131520,135800,140750,135770.004272461,139610.000610352,147380.004882813,147529.998779297,142389.999389648,151110.000610352,152589.996337891,164100.006103516,160039.993286133,181130.004882813,180429.992675781,179240.005493164,163130.004882813,151070.007324219,140820.007324219,132130.004882813,112339.996337891,88.95,,
